timestamp,nr samples,same data split,Dataset,Bias Mitigation,ML method,ML bias mit,Sensitive attrs,Race split,race|[+%] Proportion of Positive labels for the group,VAR|race|[+%] Proportion of Positive labels for the group,sex|[s1 +%] Proportion of Positive labels for the group where sex is 1,White|[s1 +%] Proportion of Positive labels for the group where sex is 1,Black|[s1 +%] Proportion of Positive labels for the group where sex is 1,Asian-Pac-Islander|[s1 +%] Proportion of Positive labels for the group where sex is 1,Other|[s1 +%] Proportion of Positive labels for the group where sex is 1,VAR|sex|[s1 +%] Proportion of Positive labels for the group where sex is 1,VAR|White|[s1 +%] Proportion of Positive labels for the group where sex is 1,VAR|Black|[s1 +%] Proportion of Positive labels for the group where sex is 1,VAR|Asian-Pac-Islander|[s1 +%] Proportion of Positive labels for the group where sex is 1,VAR|Other|[s1 +%] Proportion of Positive labels for the group where sex is 1,race|[s1 +%] Proportion of Positive labels for the group where sex is 1,VAR|race|[s1 +%] Proportion of Positive labels for the group where sex is 1,African-American|[s1 +%] Proportion of Positive labels for the group where sex is 1,Caucasian|[s1 +%] Proportion of Positive labels for the group where sex is 1,VAR|African-American|[s1 +%] Proportion of Positive labels for the group where sex is 1,VAR|Caucasian|[s1 +%] Proportion of Positive labels for the group where sex is 1,sex|[s0 +%] Proportion of Positive labels for the group where sex is 0,White|[s0 +%] Proportion of Positive labels for the group where sex is 0,Black|[s0 +%] Proportion of Positive labels for the group where sex is 0,Asian-Pac-Islander|[s0 +%] Proportion of Positive labels for the group where sex is 0,Other|[s0 +%] Proportion of Positive labels for the group where sex is 0,VAR|sex|[s0 +%] Proportion of Positive labels for the group where sex is 0,VAR|White|[s0 +%] Proportion of Positive labels for the group where sex is 0,VAR|Black|[s0 +%] Proportion of Positive labels for the group where sex is 0,VAR|Asian-Pac-Islander|[s0 +%] Proportion of Positive labels for the group where sex is 0,VAR|Other|[s0 +%] Proportion of Positive labels for the group where sex is 0,race|[s0 +%] Proportion of Positive labels for the group where sex is 0,VAR|race|[s0 +%] Proportion of Positive labels for the group where sex is 0,African-American|[s0 +%] Proportion of Positive labels for the group where sex is 0,Caucasian|[s0 +%] Proportion of Positive labels for the group where sex is 0,VAR|African-American|[s0 +%] Proportion of Positive labels for the group where sex is 0,VAR|Caucasian|[s0 +%] Proportion of Positive labels for the group where sex is 0
2023-03-23 01:34:16.048273,1,True,Adult Dataset,No Bias Mitigation,RandomForestClassifier,,"['race', 'sex']",Other,,,0.2378118562600137,,,,,0.0,,,,,0.1014492753623188,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:15.965551,1,True,Adult Dataset,No Bias Mitigation,RandomForestClassifier,,"['race', 'sex']",Black,,,0.2378118562600137,,,,,0.0,,,,,0.1241610738255033,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:15.882709,1,True,Adult Dataset,No Bias Mitigation,RandomForestClassifier,,"['race', 'sex']",Asian-Pac-Islander,,,0.2378118562600137,,,,,0.0,,,,,0.2236842105263158,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:15.798059,1,True,Adult Dataset,No Bias Mitigation,RandomForestClassifier,,"['race', 'sex']",White,,,0.2378118562600137,,,,,0.0,,,,,0.2496103896103896,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:13.896482,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['sex', 'Other', 'African-American', 'Caucasian']",African-American,,,0.5269922879177378,,,,0.6235294117647059,0.0,,,,0.0,,,0.4928684627575277,0.5409836065573771,0.0,0.0,,,,,,,,,,,,,,,,
2023-03-23 01:34:13.601039,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",African-American,,,0.5295629820051414,,,,,0.0,,,,,0.4928684627575277,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:13.567927,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Other,,,0.5295629820051414,,,,,0.0,,,,,0.6176470588235294,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:13.537656,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Caucasian,,,0.5295629820051414,,,,,0.0,,,,,0.5519125683060109,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:13.268491,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",African-American,,,0.5201371036846615,,,,,0.0,,,,,0.4120443740095087,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:13.237217,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Other,,,0.5201371036846615,,,,,0.0,,,,,0.6294117647058823,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:13.207316,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Caucasian,,,0.5201371036846615,,,,,0.0,,,,,0.6557377049180327,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:12.958047,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",African-American,,,0.5184233076263924,,,,,0.0,,,,,0.438985736925515,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:12.928299,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Other,,,0.5184233076263924,,,,,0.0,,,,,0.7529411764705882,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:12.898122,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Caucasian,,,0.5184233076263924,,,,,0.0,,,,,0.546448087431694,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:12.678463,1,True,Compas Dataset,No Bias Mitigation,LogisticRegression,,"['race', 'sex']",African-American,,,0.5681233933161953,,,,,0.0,,,,,0.4532488114104596,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:12.645208,1,True,Compas Dataset,No Bias Mitigation,LogisticRegression,,"['race', 'sex']",Other,,,0.5681233933161953,,,,,0.0,,,,,0.7529411764705882,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:12.613659,1,True,Compas Dataset,No Bias Mitigation,LogisticRegression,,"['race', 'sex']",Caucasian,,,0.5681233933161953,,,,,0.0,,,,,0.680327868852459,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:12.323986,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['sex', 'Other', 'African-American', 'Caucasian']",African-American,,,0.553448275862069,,,,0.6544502617801047,0.0,,,,0.0,,,0.4450084602368866,0.671957671957672,0.0,0.0,,,,,,,,,,,,,,,,
2023-03-23 01:34:09.935200,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",African-American,,,0.5646551724137931,,,,,0.0,,,,,0.4703891708967851,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:09.903944,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Other,,,0.5646551724137931,,,,,0.0,,,,,0.6544502617801047,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:09.877227,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Caucasian,,,0.5646551724137931,,,,,0.0,,,,,0.6666666666666666,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:08.439168,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",African-American,,,0.5767241379310345,,,,,0.0,,,,,0.4737732656514382,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:08.408448,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Other,,,0.5767241379310345,,,,,0.0,,,,,0.643979057591623,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:08.380676,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Caucasian,,,0.5767241379310345,,,,,0.0,,,,,0.7037037037037037,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:06.974959,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",African-American,,,0.5724137931034483,,,,,0.0,,,,,0.4703891708967851,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:06.942171,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Other,,,0.5724137931034483,,,,,0.0,,,,,0.675392670157068,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:06.907698,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Caucasian,,,0.5724137931034483,,,,,0.0,,,,,0.6798941798941799,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:05.378002,1,True,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,"['race', 'sex']",African-American,,,0.5741379310344827,,,,,0.0,,,,,0.4653130287648054,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:05.347830,1,True,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,"['race', 'sex']",Other,,,0.5741379310344827,,,,,0.0,,,,,0.6963350785340314,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:05.320251,1,True,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,"['race', 'sex']",Caucasian,,,0.5741379310344827,,,,,0.0,,,,,0.6825396825396826,0.0,,,,,,,,,,,,,,,,,,,,
2023-03-23 01:34:04.193126,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['sex', 'White', 'Black', 'Asian-Pac-Islander', 'Other']",Other,,,,,,,,,,,,,,,,,,,0.0,0.2265579499126383,0.175226586102719,0.2028985507246377,0.2162162162162162,0.0,0.0,0.0,0.0,0.0,,,,,,
2023-03-23 01:34:02.642597,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.2162162162162162,0.0,,,,
2023-03-23 01:34:02.557054,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Black,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.1540785498489426,0.0,,,,
2023-03-23 01:34:02.473458,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Asian-Pac-Islander,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.2318840579710145,0.0,,,,
2023-03-23 01:34:02.391344,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",White,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.2294700058241118,0.0,,,,
2023-03-23 01:34:01.199873,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.1891891891891892,0.0,,,,
2023-03-23 01:34:01.119566,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Black,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.175226586102719,0.0,,,,
2023-03-23 01:34:01.038523,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Asian-Pac-Islander,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.217391304347826,0.0,,,,
2023-03-23 01:34:00.952517,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",White,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.2253931275480489,0.0,,,,
2023-03-23 01:33:59.751806,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.1891891891891892,0.0,,,,
2023-03-23 01:33:59.668904,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Black,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.1540785498489426,0.0,,,,
2023-03-23 01:33:59.583427,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Asian-Pac-Islander,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.2028985507246377,0.0,,,,
2023-03-23 01:33:59.501183,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",White,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.2300524170064065,0.0,,,,
2023-03-23 01:33:58.318509,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.2162162162162162,0.0,,,,
2023-03-23 01:33:58.237745,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Black,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.1601208459214501,0.0,,,,
2023-03-23 01:33:58.156387,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Asian-Pac-Islander,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.2753623188405797,0.0,,,,
2023-03-23 01:33:58.066724,1,True,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",White,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.2259755387303436,0.0,,,,
2023-03-23 01:33:56.866650,1,True,Adult Dataset,No Bias Mitigation,LogisticRegression,,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.027027027027027,0.0,,,,
2023-03-23 01:33:56.781780,1,True,Adult Dataset,No Bias Mitigation,LogisticRegression,,"['race', 'sex']",Black,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.039274924471299,0.0,,,,
2023-03-23 01:33:56.703294,1,True,Adult Dataset,No Bias Mitigation,LogisticRegression,,"['race', 'sex']",Asian-Pac-Islander,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0579710144927536,0.0,,,,
2023-03-23 01:33:56.603693,1,True,Adult Dataset,No Bias Mitigation,LogisticRegression,,"['race', 'sex']",White,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0838672102504368,0.0,,,,
2023-03-23 01:33:55.574882,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['sex', 'White', 'Black', 'Asian-Pac-Islander', 'Other']",Other,,,,,,,,,,,,,,,,,,,0.0,0.136908157444381,0.0633333333333333,0.2,0.074074074074074,0.0,0.0,0.0,0.0,0.0,,,,,,
2023-03-23 01:33:45.228697,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0555555555555555,0.0,,,,
2023-03-23 01:33:45.149493,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Black,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.06,0.0,,,,
2023-03-23 01:33:45.066123,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Asian-Pac-Islander,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.1714285714285714,0.0,,,,
2023-03-23 01:33:44.977588,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",White,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.1397604107244723,0.0,,,,
2023-03-23 01:33:39.980589,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.074074074074074,0.0,,,,
2023-03-23 01:33:39.901960,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Black,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0633333333333333,0.0,,,,
2023-03-23 01:33:39.820239,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Asian-Pac-Islander,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.1714285714285714,0.0,,,,
2023-03-23 01:33:39.740356,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",White,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.1386195094124358,0.0,,,,
2023-03-23 01:33:34.434366,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.074074074074074,0.0,,,,
2023-03-23 01:33:34.356756,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Black,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0533333333333333,0.0,,,,
2023-03-23 01:33:34.277268,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Asian-Pac-Islander,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.1714285714285714,0.0,,,,
2023-03-23 01:33:34.198288,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",White,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.1357672561323445,0.0,,,,
2023-03-23 01:33:29.074011,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0555555555555555,0.0,,,,
2023-03-23 01:33:28.995907,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Black,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.06,0.0,,,,
2023-03-23 01:33:28.915765,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Asian-Pac-Islander,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.2,0.0,,,,
2023-03-23 01:33:28.836568,1,True,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",White,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.1334854535082715,0.0,,,,
2023-03-23 01:33:23.297249,1,True,Adult Dataset,No Bias Mitigation,RandomForestClassifier,,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0185185185185185,0.0,,,,
2023-03-23 01:33:23.205394,1,True,Adult Dataset,No Bias Mitigation,RandomForestClassifier,,"['race', 'sex']",Black,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0266666666666666,0.0,,,,
2023-03-23 01:33:23.113416,1,True,Adult Dataset,No Bias Mitigation,RandomForestClassifier,,"['race', 'sex']",Asian-Pac-Islander,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0428571428571428,0.0,,,,
2023-03-23 01:33:23.026391,1,True,Adult Dataset,No Bias Mitigation,RandomForestClassifier,,"['race', 'sex']",White,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0581859669138619,0.0,,,,
2023-03-23 01:33:21.119680,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['sex', 'Other', 'African-American', 'Caucasian']",African-American,,,,,,,,,,,,,,,,,,,0.0,,,,0.4375,0.0,,,,0.0,,,0.5703125,0.5523809523809524,0.0,0.0
2023-03-23 01:33:20.804210,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",African-American,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.5859375,0.0,,,,
2023-03-23 01:33:20.762352,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.4375,0.0,,,,
2023-03-23 01:33:20.719463,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Caucasian,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.5523809523809524,0.0,,,,
2023-03-23 01:33:20.469017,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",African-American,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.5078125,0.0,,,,
2023-03-23 01:33:20.436898,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.4375,0.0,,,,
2023-03-23 01:33:20.408326,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Caucasian,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.6666666666666666,0.0,,,,
2023-03-23 01:33:20.123646,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",African-American,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.5546875,0.0,,,,
2023-03-23 01:33:20.096399,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.53125,0.0,,,,
2023-03-23 01:33:20.069269,1,True,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",Caucasian,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.5714285714285714,0.0,,,,
2023-03-23 01:33:19.842592,1,True,Compas Dataset,No Bias Mitigation,LogisticRegression,,"['race', 'sex']",African-American,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.859375,0.0,,,,
2023-03-23 01:33:19.814766,1,True,Compas Dataset,No Bias Mitigation,LogisticRegression,,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.875,0.0,,,,
2023-03-23 01:33:19.787256,1,True,Compas Dataset,No Bias Mitigation,LogisticRegression,,"['race', 'sex']",Caucasian,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.8476190476190476,0.0,,,,
2023-03-23 01:33:19.478474,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['sex', 'Other', 'African-American', 'Caucasian']",African-American,,,,,,,,,,,,,,,,,,,0.0,,,,0.7333333333333333,0.0,,,,0.0,,,0.5307692307692308,0.69,0.0,0.0
2023-03-23 01:33:17.088053,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",African-American,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.5307692307692308,0.0,,,,
2023-03-23 01:33:17.055857,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.8333333333333334,0.0,,,,
2023-03-23 01:33:17.023844,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Caucasian,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.69,0.0,,,,
2023-03-23 01:33:15.500151,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",African-American,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.5692307692307692,0.0,,,,
2023-03-23 01:33:15.469692,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.8666666666666667,0.0,,,,
2023-03-23 01:33:15.442169,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Caucasian,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.67,0.0,,,,
2023-03-23 01:33:14.066443,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",African-American,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.5230769230769231,0.0,,,,
2023-03-23 01:33:14.037676,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.8,0.0,,,,
2023-03-23 01:33:14.011444,1,True,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,"['race', 'sex']",Caucasian,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.71,0.0,,,,
2023-03-23 01:33:12.464483,1,True,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,"['race', 'sex']",African-American,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.676923076923077,0.0,,,,
2023-03-23 01:33:12.434612,1,True,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,"['race', 'sex']",Other,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.7666666666666667,0.0,,,,
2023-03-23 01:33:12.414641,1,True,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,"['race', 'sex']",Caucasian,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.72,0.0,,,,
