timestamp,nr samples,same data split,Dataset,Bias Mitigation,ML method,ML bias mit,Sensitive attrs,Race split,accuracy,precision,recall,f1score,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,[MEOD] M Equal Opportunity Difference,[MEOD] M Average Odds Difference,race|[+%] Proportion of Positive labels for the group,race|[+%] Proportion of Positive true labels for the group,race|[DI] Disparate Impact,race|[SPD] Statistical Parity Difference,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[AOD] Abs Average Odds Difference,race|[EOD] Abs Equal Opportunity Difference,VAR|accuracy,VAR|precision,VAR|recall,VAR|f1score,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness,VAR|[MEOD] M Equal Opportunity Difference,VAR|[MEOD] M Average Odds Difference,VAR|race|[+%] Proportion of Positive labels for the group,VAR|race|[+%] Proportion of Positive true labels for the group,VAR|race|[DI] Disparate Impact,VAR|race|[SPD] Statistical Parity Difference,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[AOD] Abs Average Odds Difference,VAR|race|[EOD] Abs Equal Opportunity Difference
2023-03-18 16:34:40.433933,50,False,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],Other,0.8101305082143406,0.5717401999999999,0.8412326,0.6807130000000001,0.0014559054657577,0.752877190077223,0.1428484,0.0900667999999999,0.1759332144376558,0.0925027743806923,2.2705536,-0.1796298,-0.07797,-0.0706275999999999,0.0900667999999999,0.1428484,1.756082491856455e-05,0.00010154798196,8.747090724000005e-05,5.911573300000006e-05,1.6841796492751748e-07,0.1123589445227655,0.02238511396944,0.00803802981776,0.0026443717067353,0.0013333704448139,1.1591290671070402,0.00268697935796,0.01007073738,0.03780252147024,0.00803802981776,0.02238511396944
2023-03-18 16:34:40.417216,50,False,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],Amer-Indian-Eskimo,0.8101305082143406,0.5717401999999999,0.8412326,0.6807130000000001,0.0006938547051687,0.2480997045769993,0.1084226,0.057704,0.2877467793191741,0.1084420437037665,1.282494,-0.066976,0.0135576,0.0066465999999999,0.057704,0.1084226,1.756082491856455e-05,0.00010154798196,8.747090724000005e-05,5.911573300000006e-05,1.492962764206736e-07,0.0300672902667031,0.00604044158724,0.001697537444,0.0029805670322817,0.0010123790712244,0.074123394212,0.0029615200519999,0.00484348054224,0.01775172448644,0.001697537444,0.00604044158724
2023-03-18 16:34:40.393876,50,False,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],Black,0.8101305082143406,0.5717401999999999,0.8412326,0.6807130000000001,0.0130236478701409,0.522344944797589,0.0363092,0.0275951999999999,0.219120882041953,0.1228548449947989,1.690753,-0.1493894,-0.0254172,0.0299359999999999,0.0275951999999999,0.0363092,1.756082491856455e-05,0.00010154798196,8.747090724000005e-05,5.911573300000006e-05,2.5733571774960485e-06,0.0056548700431898,0.0006111662633599,0.0002191016289599,0.0002520042696839,0.0001222364499011,0.0162131155729999,0.00029822278164,0.00033456263616,0.0010333601719999,0.0002191016289599,0.0006111662633599
2023-03-18 16:34:40.372876,50,False,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],Asian-Pac-Islander,0.8101305082143406,0.5717401999999999,0.8412326,0.6807130000000001,0.002669858997002,0.2182455591261724,0.0529486,0.0630447999999999,0.4381100033471929,0.2641853448618763,0.8063849999999999,0.0867706,0.0621052,0.0427125999999999,0.0630447999999999,0.0529486,1.756082491856455e-05,0.00010154798196,8.747090724000005e-05,5.911573300000006e-05,9.899434217284135e-07,0.0055851786891429,0.00079348861604,0.0006822366249599,0.0010327996409815,0.0007836940228301,0.0038665588169999,0.00103239978564,0.00079982756496,0.00177267665924,0.0006822366249599,0.00079348861604
2023-03-18 16:34:40.352875,50,False,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],White,0.8101305082143406,0.5717401999999999,0.8412326,0.6807130000000001,0.0124334901515868,0.3166991640231272,0.0350328,0.0140873999999999,0.3686572312439219,0.256015778678724,0.7298734,0.0996726,0.006503,-0.0318839999999999,0.0140873999999999,0.0350328,1.756082491856455e-05,0.00010154798196,8.747090724000005e-05,5.911573300000006e-05,4.532809415509118e-06,0.0036551191219459,0.00044427067216,9.960602324e-05,3.528310456210597e-05,3.2156894685081014e-05,0.00191066619444,0.00028036195924,0.0002557718529999,0.0006549782919999,9.960602324e-05,0.00044427067216
2023-03-18 16:30:32.262377,50,False,Adult Dataset,No Bias Mitigation,LogisticRegression,,['race'],Other,0.8507170274834946,0.7318688,0.6011183999999999,0.6599784,0.0011699918025268,1.3403201185192903,0.2505968,0.1414228,0.0593145282365063,0.0890741035798153,4.4456044,-0.1399056,-0.1158812,-0.1852976,0.1414228,0.2505968,1.346941992192253e-05,0.0001466431105599,0.00016720079344,9.740828943999992e-05,8.689136785547576e-08,0.2823524021145352,0.0188322748817599,0.00567404811616,0.0008056272677655,0.0010997188122414,7.438110317564639,0.00080445525664,0.0122460039625599,0.04729583048624,0.00567404811616,0.0188322748817599
2023-03-18 16:30:32.250681,50,False,Adult Dataset,No Bias Mitigation,LogisticRegression,,['race'],Amer-Indian-Eskimo,0.8507170274834946,0.7318688,0.6011183999999999,0.6599784,0.001191941784621,1.0784453368669993,0.1918725999999999,0.108701,0.0760993082710023,0.1134149559735594,3.3719172000000004,-0.123145,-0.0896938,-0.135439,0.108701,0.1918725999999999,1.346941992192253e-05,0.0001466431105599,0.00016720079344,9.740828943999992e-05,1.2548504569082974e-07,0.2533045854707315,0.02319752045924,0.006897550989,0.0012206192117046,0.0016450299021021,4.02178368831616,0.001216868205,0.01066848063156,0.041668892369,0.006897550989,0.02319752045924
2023-03-18 16:30:32.239665,50,False,Adult Dataset,No Bias Mitigation,LogisticRegression,,['race'],Black,0.8507170274834946,0.7318688,0.6011183999999999,0.6599784,0.0114137139273048,0.9899725508275948,0.1369361999999999,0.0944156,0.0787445107913239,0.1238899587012899,2.708978,-0.1319188,-0.0944156,-0.1365162,0.0944156,0.1369361999999999,1.346941992192253e-05,0.0001466431105599,0.00016720079344,9.740828943999992e-05,1.0533065956634272e-06,0.013041279703969,0.00393393080756,0.00100791918464,7.692583657139706e-05,0.0001208723035514,0.100860130072,0.00010187749056,0.00100791918464,0.00404878081556,0.00100791918464,0.00393393080756
2023-03-18 16:30:32.217615,50,False,Adult Dataset,No Bias Mitigation,LogisticRegression,,['race'],Asian-Pac-Islander,0.8507170274834946,0.7318688,0.6011183999999999,0.6599784,0.0013527945349424,0.1910916400430097,0.0508732,0.0352747999999999,0.2387869562721888,0.2710948368564715,0.8343925999999999,0.0421236,0.0248496,0.0231787999999999,0.0352747999999999,0.0508732,1.346941992192253e-05,0.0001466431105599,0.00016720079344,9.740828943999992e-05,7.228942066618963e-07,0.0122747070756093,0.0012779023417599,0.00055823511296,0.0007558803480786,0.0007447441667492,0.00935104618324,0.00077214486304,0.00118504400784,0.00332872805056,0.00055823511296,0.0012779023417599
2023-03-18 16:30:32.213835,50,False,Adult Dataset,No Bias Mitigation,LogisticRegression,,['race'],White,0.8507170274834946,0.7318688,0.6011183999999999,0.6599784,0.0124431900115723,0.6351594975924517,0.0806593999999999,0.059677,0.212620548724762,0.2560715935092311,0.5321024000000001,0.0995538,0.059677,0.0806302,0.059677,0.0806593999999999,1.346941992192253e-05,0.0001466431105599,0.00016720079344,9.740828943999992e-05,2.217333681832097e-06,0.0083833944226832,0.00193658856564,0.000522187217,2.710520199052269e-05,4.0037149224403935e-05,0.0024640767422399,0.00013192301556,0.000522187217,0.00194129822196,0.000522187217,0.00193658856564
