timestamp,nr samples,same data split,Dataset,Bias Mitigation,ML method,ML bias mit,Sensitive attrs,Race split,race|[+%] Proportion of Positive labels for the group,race|[+%] Proportion of Positive true labels for the group,race|[s0 +%] Proportion of Positive labels for the group where sex is 0,race|[s0 +%] Proportion of Positive true labels for the group where sex is 0,race|[s1 +%] Proportion of Positive labels for the group where sex is 1,race|[s1 +%] Proportion of Positive true labels for the group where sex is 1,race|[AOD] Abs Average Odds Difference,race|[EOD] Abs Equal Opportunity Difference,race|[SPD] Abs Statistical Parity Difference,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[DI] Disparate Impact,race|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,accuracy,precision,recall,f1score,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MEOD] M Average Odds Difference,VAR|race|[+%] Proportion of Positive labels for the group,VAR|race|[+%] Proportion of Positive true labels for the group,VAR|race|[s0 +%] Proportion of Positive labels for the group where sex is 0,VAR|race|[s0 +%] Proportion of Positive true labels for the group where sex is 0,VAR|race|[s1 +%] Proportion of Positive labels for the group where sex is 1,VAR|race|[s1 +%] Proportion of Positive true labels for the group where sex is 1,VAR|race|[AOD] Abs Average Odds Difference,VAR|race|[EOD] Abs Equal Opportunity Difference,VAR|race|[SPD] Abs Statistical Parity Difference,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|race|[DI] Disparate Impact,VAR|race|[FR] Flip Rate,VAR|race|[SF] Statistical Parity Subgroup Fairness for One Attribute,VAR|race|[DF] Differential Fairness for One Attribute,VAR|accuracy,VAR|precision,VAR|recall,VAR|f1score,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,VAR|[DF] Differential Fairness,VAR|[DF] Differential Fairness if 0 was the positive label,VAR|[MEOD] M Equal Opportunity Difference,VAR|[MEOD] M Average Odds Difference
2023-03-16 21:30:48.420397,50,False,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,['race'],African-American,0.5045147613674544,0.4806033503430147,0.6504195140983434,0.6231217747324551,0.4736387326038494,0.4503793182447261,0.16360259999999996,0.1502486,0.19740159999999998,-0.16360259999999996,-0.1502486,-0.19740159999999998,0.280871,0.0,0.049295490634484115,0.3304152095966498,0.6490744606819764,0.6635396,0.7286024000000002,0.6943554000000002,0.049295490634484115,0.04929549063448411,0.3304152095966498,0.5098816374853147,0.1502486,0.16360259999999996,0.00030363904073940477,0.0002504678078345537,0.0018889460283955516,0.0020245318005361144,0.0005267724759593684,0.00027153917023066464,0.00046943667124000005,0.0008400014360400001,0.0004901333294399999,0.00046943667124000005,0.0008400014360400001,0.0004901333294399999,0.0007194538849999998,0.0,3.0437874276379086e-05,0.0014044847917926882,0.00011484995658530466,0.00021392595983999984,0.00025624688624,9.921112483999992e-05,3.0437874276379086e-05,3.0437874276379117e-05,0.0014044847917926882,0.004506753015409209,0.0008400014360400001,0.00046943667124000005
2023-03-16 21:30:48.401779,50,False,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,['race'],Hispanic,0.7219773145202535,0.6372466895747951,0.8409082948322849,0.6612673709495273,0.6978163385310922,0.6325169608040088,0.114538,0.08128,0.1325062,0.114538,0.078228,0.1325062,-0.2253522,0.0,0.0105658632163485,0.2015933283278858,0.6490744606819764,0.6635396,0.7286024000000002,0.6943554000000002,0.0105658632163485,0.0105658632163485,0.2015933283278858,0.3994823252167048,0.08128,0.114538,0.0015801676510217,0.0013464959563966,0.0074667142343259,0.0067722445775101,0.0018643342281533,0.0018764858193635,0.0017337087439999,0.0017300379559999,0.00161355913556,0.0017337087439999,0.002216856372,0.00161355913556,0.00491610884516,0.0,1.161680087599798e-05,0.0032710922765703,0.0001148499565853,0.0002139259598399,0.00025624688624,9.921112483999992e-05,1.161680087599798e-05,1.1616800875997946e-05,0.0032710922765703,0.0207654866280183,0.0017300379559999,0.0017337087439999
2023-03-16 21:30:48.381489,50,False,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,['race'],Other,0.7380722473429757,0.6452955794861007,0.8741871541770923,0.7679146229587406,0.7109433662829069,0.6204787641245012,0.1226342,0.1044484,0.1456528,0.1208133999999999,0.1044484,0.1456528,-0.2464264,0.0,0.0081220589752195,0.2185802803113172,0.6490744606819764,0.6635396,0.7286024000000002,0.6943554000000002,0.0081220589752195,0.0081220589752194,0.2185802803113172,0.4548786848222705,0.1044484,0.1226342,0.0017439809201667,0.0018407165082148,0.0071214200206211,0.006118225055793,0.0020769839930599,0.0022805572111594,0.00199837138436,0.00198817003744,0.0017660325281599,0.00244164077444,0.00198817003744,0.0017660325281599,0.00528373659904,0.0,4.919886893489659e-06,0.0034086237792115,0.0001148499565853,0.0002139259598399,0.00025624688624,9.921112483999992e-05,4.919886893489659e-06,4.919886893489663e-06,0.0034086237792115,0.0273114886360102,0.00198817003744,0.00199837138436
2023-03-16 21:30:48.369257,50,False,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,['race'],Caucasian,0.6904423100975334,0.6070460668588252,0.7205000580095625,0.6479362330745689,0.6815325775254873,0.5950187090285773,0.1140081999999999,0.0986322,0.135965,0.1140081999999999,0.0986322,0.135965,-0.2462164,0.0,0.0306075684429161,0.2191683028122057,0.6490744606819764,0.6635396,0.7286024000000002,0.6943554000000002,0.0306075684429161,0.0306075684429161,0.2191683028122057,0.3665664241777607,0.0986322,0.1140081999999999,0.0006081278923987,0.000433619876494,0.001374357306344,0.0011932896867468,0.0007934540086731,0.00052995775736,0.0007304771267599,0.00106129512116,0.0007658192289999,0.0007304771267599,0.00106129512116,0.0007658192289999,0.00291957668304,0.0,3.8527727586029713e-05,0.001893097638946,0.0001148499565853,0.0002139259598399,0.00025624688624,9.921112483999992e-05,3.8527727586029713e-05,3.8527727586029774e-05,0.001893097638946,0.0069376209983472,0.00106129512116,0.0007304771267599
2023-03-16 21:28:37.167516,50,False,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,['race'],African-American,0.5048403559292143,0.4830279117197162,0.6608336986497692,0.6215651398987967,0.4716024425253877,0.4534303116459387,0.1628446,0.1487547999999999,0.1960986,-0.1628446,-0.1487547999999999,-0.1960986,0.2792992,0.0278776,0.0489616647998105,0.3284915981248734,0.6494084899095337,0.6644982,0.7279252,0.6946032,0.0489616647998105,0.0489616647998105,0.3284915981248734,0.5055622941796946,0.1487547999999999,0.1628446,0.0003485519647869,0.0003735796929201,0.0019323996315209,0.001554736873486,0.0004347110414685,0.0005105310513376,0.00056284053684,0.00134662136496,0.00064473847604,0.00056284053684,0.00134662136496,0.00064473847604,0.00099238774736,2.257384624e-05,4.015437416729567e-05,0.0019273080019982,0.0001329802045454,0.0002190638107599,0.00031434876896,0.0001509936417599,4.015437416729567e-05,4.015437416729569e-05,0.0019273080019982,0.0050411495492018,0.00134662136496,0.00056284053684
2023-03-16 21:28:37.148577,50,False,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,['race'],Hispanic,0.7039128899290774,0.6301382783810954,0.8075743596033601,0.6518090143482308,0.6830399670853227,0.6245911374059889,0.0959209999999999,0.0713319999999999,0.113449,0.0959209999999999,0.0659339999999999,0.113449,-0.1928813999999999,0.1466244,0.0090526201603995,0.1746463574143077,0.6494084899095337,0.6644982,0.7279252,0.6946032,0.0090526201603995,0.0090526201603995,0.1746463574143077,0.3321593586684293,0.0713319999999999,0.0959209999999999,0.0014181571328453,0.00124127504788,0.0065705986123695,0.0080967493991768,0.0017157318061045,0.0016114555272835,0.001450187801,0.001956799952,0.001627116209,0.001450187801,0.0026977618199999,0.001627116209,0.00497379624004,0.0001691578006399,1.0237380344040822e-05,0.003431054474148,0.0001329802045454,0.0002190638107599,0.00031434876896,0.0001509936417599,1.0237380344040822e-05,1.0237380344040778e-05,0.003431054474148,0.0186463677456445,0.001956799952,0.001450187801
2023-03-16 21:28:37.125065,50,False,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,['race'],Other,0.7444851041639379,0.6527940601427192,0.8427664411611779,0.7339869616108006,0.7244436335728821,0.6357579161693528,0.1300146,0.1075464,0.1532615999999999,0.1300146,0.1059628,0.1532615999999999,-0.2600144,0.1537092,0.0086143569225494,0.2289602349161243,0.6494084899095337,0.6644982,0.7279252,0.6946032,0.0086143569225494,0.0086143569225494,0.2289602349161243,0.4855903871120625,0.1075464,0.1300146,0.0020461291436194,0.0021604226597803,0.0082510223696674,0.0143942900387268,0.0022752391655128,0.0020899936588464,0.0023733477128399,0.00330284088704,0.00227928424544,0.0023733477128399,0.00364095405616,0.00227928424544,0.00684727610864,0.00018198746736,7.963508481831515e-06,0.0043350157021297,0.0001329802045454,0.0002190638107599,0.00031434876896,0.0001509936417599,7.963508481831515e-06,7.963508481831522e-06,0.0043350157021297,0.0352424030533354,0.00330284088704,0.0023733477128399
2023-03-16 21:28:37.113017,50,False,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,['race'],Caucasian,0.6925121135600181,0.6064664579979797,0.7240814018327784,0.6498003178477336,0.6832929272599126,0.5934747186272182,0.1179754,0.102391,0.1395624,0.1179754,0.102391,0.1395624,-0.2532344,0.2418794,0.0312946877168616,0.2248929440891896,0.6494084899095337,0.6644982,0.7279252,0.6946032,0.0312946877168616,0.0312946877168616,0.2248929440891896,0.3765380173994408,0.102391,0.1179754,0.0005472793711027,0.0003940846997539,0.0025366236539323,0.0022509377338198,0.0006822198449998,0.0004371671058994,0.0006933067008399,0.0013051161849999,0.00068654565024,0.0006933067008399,0.0013051161849999,0.00068654565024,0.00260477616864,0.00026309934164,3.475029679097686e-05,0.0016754869340747,0.0001329802045454,0.0002190638107599,0.00031434876896,0.0001509936417599,3.475029679097686e-05,3.475029679097678e-05,0.0016754869340747,0.006283736955873,0.0013051161849999,0.0006933067008399
2023-03-16 21:27:06.432387,50,False,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],African-American,0.4817230424722706,0.4840627267975925,0.7598896264043522,0.6288318122882681,0.4229275703028624,0.4534004057469157,0.0712246,0.0490098,0.1118406,-0.0712246,-0.0473534,-0.1118406,0.1879838,0.0252471999999999,0.0279200317292898,0.2091689004071764,0.6650104384133612,0.7011872,0.6826018,0.6916138,0.0279200317292898,0.0279200317292898,0.2091689004071764,0.2433393261019435,0.0490098,0.0712246,0.0003967174152271,0.0002683366638738,0.0017359647981959,0.001869213535875,0.0004322262339418,0.0003713074895931,0.0004492722128399,0.00065425236196,0.00050253138164,0.0004492722128399,0.0008138683664399,0.00050253138164,0.00123040824356,1.2823652160000002e-05,3.135727233939188e-05,0.0018711256732249,0.0001641456118711,0.0002754493681599,0.0003423061267599,0.0002029070315599,3.135727233939188e-05,3.1357272339391874e-05,0.0018711256732249,0.0024220874150022,0.00065425236196,0.0004492722128399
2023-03-16 21:27:06.415404,50,False,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],Hispanic,0.7013546269288209,0.6435859914537511,0.852934248459198,0.6809569993319623,0.6729800731183819,0.6361655734826241,0.1562526,0.127387,0.1813519999999999,0.1562526,0.127387,0.1813519999999999,-0.3494176,0.0946424,0.0146959881722195,0.2985400021637622,0.6650104384133612,0.7011872,0.6826018,0.6916138,0.0146959881722195,0.0146959881722195,0.2985400021637622,0.4803892936022167,0.127387,0.1562526,0.0010903087046695,0.0014281374579728,0.0046365670596595,0.0127809212988376,0.0014941580565027,0.0017385693605916,0.00103671135924,0.0017944567169999,0.0010326048839999,0.00103671135924,0.0017944567169999,0.0010326048839999,0.00414719385424,8.870621024000004e-05,7.317565935975378e-06,0.0022615526934075,0.0001641456118711,0.0002754493681599,0.0003423061267599,0.0002029070315599,7.317565935975378e-06,7.317565935975367e-06,0.0022615526934075,0.012050533953381,0.0017944567169999,0.00103671135924
