timestamp,Dataset,Bias Mitigation,ML method,ML bias mit,Sensitive attrs,accuracy
2023-02-26 17:17:01.356969,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",0.8162137263933671
2023-02-26 17:06:57.724177,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",0.8137571011822509
